image-item src	image-item src 2	link	value
https://manyavar.scene7.com/is/image/manyavar/SB18970-411-PISTA-1-101_04-02-2026-09-12	https://manyavar.scene7.com/is/image/manyavar/SB18970-411-PISTA-3-301_04-02-2026-09-12	Emerald Elegance Saree	$ 150
https://manyavar.scene7.com/is/image/manyavar/SB18779-435-BOTTLE+GREEN-6-101_04-02-2026-07-29	https://manyavar.scene7.com/is/image/manyavar/SB18779-435-BOTTLE+GREEN-4-301_04-02-2026-07-28	Chic Bottle Green Saree	$ 125
https://manyavar.scene7.com/is/image/manyavar/SB18987-402-CREAM-1-101_04-02-2026-11-56	https://manyavar.scene7.com/is/image/manyavar/SB18987-402-CREAM-5-301_04-02-2026-11-57	Ethereal Cream Organza Saree	$ 125
https://manyavar.scene7.com/is/image/manyavar/SB18767-435-BOTTLE+GREEN-1-101_05-02-2026-06-22	https://manyavar.scene7.com/is/image/manyavar/SB18767-435-BOTTLE+GREEN-4-301_05-02-2026-06-23	Bottle Green Celebration Saree	$ 75
https://manyavar.scene7.com/is/image/manyavar/SB19121-433-RAMA+GREEN-1-101_04-02-2026-08-09	https://manyavar.scene7.com/is/image/manyavar/SB19121-433-RAMA+GREEN-3-301_04-02-2026-08-09	Emerald Elegance Saree	$ 65
https://manyavar.scene7.com/is/image/manyavar/SB18854-425-RANI-1-101_04-02-2026-08-42	https://manyavar.scene7.com/is/image/manyavar/SB18854-425-RANI-4-301_04-02-2026-08-43	Artistic Pink Saree	$ 680
https://manyavar.scene7.com/is/image/manyavar/SB18827-402-CREAM-1-101_04-02-2026-09-04	https://manyavar.scene7.com/is/image/manyavar/SB18827-402-CREAM-3-301_04-02-2026-09-05	Cream Elegance Saree	$ 125
https://manyavar.scene7.com/is/image/manyavar/SB18963-434-LIGHT+BLUE-1-101_04-02-2026-12-29	https://manyavar.scene7.com/is/image/manyavar/SB18963-434-LIGHT+BLUE-5-301_04-02-2026-12-29	Fluttering Light Blue Saree	$ 75
https://manyavar.scene7.com/is/image/manyavar/SB18083-422-WINE-1-101_04-02-2026-08-16	https://manyavar.scene7.com/is/image/manyavar/SB18083-422-WINE-3-301_04-02-2026-08-17	Wine Tint Saree Elegance	$ 30
https://manyavar.scene7.com/is/image/manyavar/SB19077-402-CREAM-1-101_04-02-2026-12-16	https://manyavar.scene7.com/is/image/manyavar/SB19077-402-CREAM-5-301_04-02-2026-12-17	Elegant Chiffon Cream Saree	$ 430
https://manyavar.scene7.com/is/image/manyavar/SB18738-443-DUSTY+PINK-1-101_04-02-2026-09-17	https://manyavar.scene7.com/is/image/manyavar/SB18738-443-DUSTY+PINK-3-301_04-02-2026-09-18	Dusty Pink Elegance Banarasi Saree	$ 150
https://manyavar.scene7.com/is/image/manyavar/SB19121-420-MUSTARD+YELLOW-1-101_04-02-2026-10-13	https://manyavar.scene7.com/is/image/manyavar/SB19121-420-MUSTARD+YELLOW-3-301_04-02-2026-10-13	Radiant Mustard Yellow Saree	$ 65
https://manyavar.scene7.com/is/image/manyavar/SB18842-425-RANI-5_04-02-2026-07-00	https://manyavar.scene7.com/is/image/manyavar/SB18842-425-RANI-3-301_04-02-2026-06-59	Regal Pink Saree	$ 200
https://manyavar.scene7.com/is/image/manyavar/SB17977-441-D.+PURPLE-101_04-02-2026-06-50	https://manyavar.scene7.com/is/image/manyavar/SB17977-441-D.+PURPLE-3-301_04-02-2026-06-49	Radiant Purple Elegance Banarasi Saree	$ 175
https://manyavar.scene7.com/is/image/manyavar/UL5369-425-RANI-1-101_05-02-2026-09-55	https://manyavar.scene7.com/is/image/manyavar/UL5369-425-RANI-3-301_05-02-2026-09-56	Pink Elegance Bridal Lehenga	$ 1,010
https://manyavar.scene7.com/is/image/manyavar/SAS8913-414-PINK-1-101_05-02-2026-07-31	https://manyavar.scene7.com/is/image/manyavar/SAS8913-414-PINK-4-301_05-02-2026-07-32	Elegant Pink Palazzo Suit	$ 200
https://manyavar.scene7.com/is/image/manyavar/UL5370-415-444-LIGHT+PINK-CORAL-1-101_05-02-2026-10-19	https://manyavar.scene7.com/is/image/manyavar/UL5370-415-444-LIGHT+PINK-CORAL-4-301_05-02-2026-10-21	Velvety Coral Beauty Bridal Lehenga	$ 1,010
https://manyavar.scene7.com/is/image/manyavar/SAS8961-404-FAWN-1-101_05-02-2026-07-28	https://manyavar.scene7.com/is/image/manyavar/SAS8961-404-FAWN-4-301_05-02-2026-07-28	Enchanting Fawn Palazzo Suit	$ 330
https://manyavar.scene7.com/is/image/manyavar/SKT5118-426-T.BLUE-1-101_05-02-2026-08-27	https://manyavar.scene7.com/is/image/manyavar/SKT5118-426-T.BLUE-3-301_05-02-2026-08-28	Radiant Blue Elegance Lehenga	$ 330
https://manyavar.scene7.com/is/image/manyavar/SB18586-414-PINK-101_29-10-2025-12-06	https://manyavar.scene7.com/is/image/manyavar/SB18586-414-PINK-301_29-10-2025-12-06	Enchanting Pink Radiance Saree	$ 100
https://manyavar.scene7.com/is/image/manyavar/SB18470-415-LIGHT+PINK-101_29-10-2025-07-57	https://manyavar.scene7.com/is/image/manyavar/SB18470-415-LIGHT+PINK-301_29-10-2025-07-58	Radiant Pink Elegance Saree	$ 50
https://manyavar.scene7.com/is/image/manyavar/SB18354-410-BLACK-101_27-10-2025-09-48	https://manyavar.scene7.com/is/image/manyavar/SB18354-410-BLACK-301_27-10-2025-09-49	Elegant Black Georgette Saree	$ 175
https://manyavar.scene7.com/is/image/manyavar/SB18582-425-410-RANI-BLACK-101_28-10-2025-11-01	https://manyavar.scene7.com/is/image/manyavar/SB18582-425-410-RANI-BLACK-301_28-10-2025-11-01	Pink Allure Organza Saree	$ 150
https://manyavar.scene7.com/is/image/manyavar/SB18590-422-WINE-101_28-10-2025-09-08	https://manyavar.scene7.com/is/image/manyavar/SB18590-422-WINE-301_28-10-2025-09-08	Chinon Wine Elegance Saree	$ 50
https://manyavar.scene7.com/is/image/manyavar/SB18565-414-PINK-101_27-10-2025-08-46	https://manyavar.scene7.com/is/image/manyavar/SB18565-414-PINK-301_27-10-2025-08-46	Elegant Pink Saree	$ 125
https://manyavar.scene7.com/is/image/manyavar/SB18513-435-BOTTLE+GREEN-101_28-10-2025-09-52	https://manyavar.scene7.com/is/image/manyavar/SB18513-435-BOTTLE+GREEN-301_28-10-2025-09-52	Emerald Elegance Saree	$ 75
https://manyavar.scene7.com/is/image/manyavar/SB18675-436-404-SEA+GREEN-FAWN-101_28-10-2025-07-43	https://manyavar.scene7.com/is/image/manyavar/SB18675-436-404-SEA+GREEN-FAWN-301_28-10-2025-07-43	Sea Green-Fawn Organza Party Wear Saree	$ 175
https://manyavar.scene7.com/is/image/manyavar/SB18513-422-WINE-101_28-10-2025-11-40	https://manyavar.scene7.com/is/image/manyavar/SB18513-422-WINE-301_28-10-2025-11-41	Wine Eleganza Saree	$ 75
https://manyavar.scene7.com/is/image/manyavar/SB18701-420-425-MUSTARD+YELLOW-RANI-101_27-10-2025-08-59	https://manyavar.scene7.com/is/image/manyavar/SB18701-420-425-MUSTARD+YELLOW-RANI-301_27-10-2025-09-00	Vibrant Mustard Yellow Chiffon Saree	$ 75
https://manyavar.scene7.com/is/image/manyavar/SB18563-441-D.+PURPLE-101_28-10-2025-16-07	https://manyavar.scene7.com/is/image/manyavar/SB18563-441-D.+PURPLE-301_28-10-2025-16-08	Dazzling Purple Organza Saree	$ 125
https://manyavar.scene7.com/is/image/manyavar/SAS8580-407-MAROON-101_27-10-2025-07-05	https://manyavar.scene7.com/is/image/manyavar/SAS8580-407-MAROON-403_27-10-2025-07-06	Maroon Elegance Straight Suit	$ 125
https://manyavar.scene7.com/is/image/manyavar/SAS8445-422-WINE-401._31-01-2021-18-31	https://manyavar.scene7.com/is/image/manyavar/SAS8445-422-WINE-101._31-01-2021-18-32	Regal Wine Stitched Anarkali Suit	$ 150
https://manyavar.scene7.com/is/image/manyavar/SAS8673-419-GAJREE-401._31-01-2021-18-23	https://manyavar.scene7.com/is/image/manyavar/SAS8673-419-GAJREE-101._31-01-2021-18-24	Enchanting Gajree Pink Palazzo Suit	$ 355
https://manyavar.scene7.com/is/image/manyavar/SAS8580-422-WINE6_31-01-2021-16-32	https://manyavar.scene7.com/is/image/manyavar/SAS8580-422-WINE9_31-01-2021-16-33	Wine Elegance Straight Suit	$ 125
https://manyavar.scene7.com/is/image/manyavar/LB9281-425-RANI-101_01-02-2021-17-23	https://manyavar.scene7.com/is/image/manyavar/LB9281-425-RANI+-301._01-02-2021-17-23	Rani Lehenga Set	$ 680
https://manyavar.scene7.com/is/image/manyavar/SB18081-441-D.+PURPLE1_22-07-2025-09-58	https://manyavar.scene7.com/is/image/manyavar/SB18081-441-D.+PURPLE4_22-07-2025-09-58	Exquisite Purple Elegance Saree	$ 30
https://manyavar.scene7.com/is/image/manyavar/SB18594-414-PINK5_22-07-2025-10-34	https://manyavar.scene7.com/is/image/manyavar/SB18594-414-PINK3_22-07-2025-10-34	Beguiling Pink Elegance Saree	$ 125
https://manyavar.scene7.com/is/image/manyavar/SB18677-414%EF%80%A2402-PINK-CREAM1_22-07-2025-10-19	https://manyavar.scene7.com/is/image/manyavar/SB18677-414%EF%80%A2402-PINK-CREAM4_22-07-2025-10-19	Elegant Pink Organza Saree Collection	$ 125
https://manyavar.scene7.com/is/image/manyavar/SB18590-414-PINK5_22-07-2025-13-44	https://manyavar.scene7.com/is/image/manyavar/SB18590-414-PINK3_22-07-2025-13-44	Enthralling Pink Elegance Saree	$ 50
https://manyavar.scene7.com/is/image/manyavar/SB18590-443-DUSTY+PINK1_22-07-2025-13-51	https://manyavar.scene7.com/is/image/manyavar/SB18590-443-DUSTY+PINK3_22-07-2025-13-56	Dusty Pink Festive Saree	$ 50
https://manyavar.scene7.com/is/image/manyavar/SB18590-434-LIGHT+BLUE1_22-07-2025-13-44	https://manyavar.scene7.com/is/image/manyavar/SB18590-434-LIGHT+BLUE5_22-07-2025-13-44	Glistening Light Blue Saree	$ 50
https://manyavar.scene7.com/is/image/manyavar/SB18509-425-RANI1_22-07-2025-13-56	https://manyavar.scene7.com/is/image/manyavar/SB18509-425-RANI4_22-07-2025-13-56	Elegant Rani Pink Saree	$ 40
https://manyavar.scene7.com/is/image/manyavar/SB18642-420+(1)_09-05-2025-14-45	https://manyavar.scene7.com/is/image/manyavar/SB18642-420+(4)_09-05-2025-14-46	Radiant Mustard Yellow Saree	$ 40
https://manyavar.scene7.com/is/image/manyavar/SB18597-414+(1)_11-05-2025-12-03	https://manyavar.scene7.com/is/image/manyavar/SB18597-414+(3)_11-05-2025-12-04	Elegant Pink Chinon Saree	$ 75
https://manyavar.scene7.com/is/image/manyavar/SKT4948-422-WINE1_20-06-2025-12-10	https://manyavar.scene7.com/is/image/manyavar/SKT4948-422-WINE4_17-06-2025-03-02	Wine Hued Elegance Lehenga	$ 225
https://manyavar.scene7.com/is/image/manyavar/SB18631-426+(1)_09-05-2025-11-33	https://manyavar.scene7.com/is/image/manyavar/SB18631-426+(3)_09-05-2025-11-33	Enthralling Azure Elegance Saree	$ 40
https://manyavar.scene7.com/is/image/manyavar/SB18623-414+(1)_09-05-2025-18-39	https://manyavar.scene7.com/is/image/manyavar/SB18623-414+(3)_09-05-2025-18-40	Elegant Pink Saree	$ 75
https://manyavar.scene7.com/is/image/manyavar/SB18623-413+(1)_09-05-2025-18-48	https://manyavar.scene7.com/is/image/manyavar/SB18623-413+(3)_09-05-2025-18-49	Enchanting Purple Net Saree	$ 75
https://manyavar.scene7.com/is/image/manyavar/SB18614-414+(1)_11-05-2025-14-45	https://manyavar.scene7.com/is/image/manyavar/SB18614-414+(3)_11-05-2025-14-46	Vibrant Pink Charm Saree	$ 175
https://manyavar.scene7.com/is/image/manyavar/SB18623-411+(1)_09-05-2025-18-12	https://manyavar.scene7.com/is/image/manyavar/SB18623-411+(3)_09-05-2025-18-13	Pista Green Net Enchantment Saree	$ 75
https://manyavar.scene7.com/is/image/manyavar/SB18698+425_25-06-2025-05-05	https://manyavar.scene7.com/is/image/manyavar/SB18698+425+(3)_25-06-2025-05-05	Elegant Pink Chiffon Saree	$ 75
https://manyavar.scene7.com/is/image/manyavar/SAS8338-410-BLACK5_18-06-2025-07-36	https://manyavar.scene7.com/is/image/manyavar/SAS8338-410-BLACK2_18-06-2025-07-35	Black Majesty Indo Western	$ 355
https://manyavar.scene7.com/is/image/manyavar/SAS8546-420-MUSTARD+YELLOW1_18-06-2025-07-37	https://manyavar.scene7.com/is/image/manyavar/SAS8546-420-MUSTARD+YELLOW3_18-06-2025-07-37	Mustard Yellow Palazzo Suit	$ 355
https://manyavar.scene7.com/is/image/manyavar/CLBAG335-417-GOLD1_25-06-2025-09-35	https://manyavar.scene7.com/is/image/manyavar/CLBAG335-417-GOLD4_25-06-2025-09-35	Art Silk Hand-Embroidered Bag with Moti Work	$ 125
https://manyavar.scene7.com/is/image/manyavar/SB18353_412-PEACH_101.26634_03-03-2025-19-42	https://manyavar.scene7.com/is/image/manyavar/SB18353_412-PEACH_301.26644_03-03-2025-19-42	Peach Elegance Saree	$ 200
https://manyavar.scene7.com/is/image/manyavar/SB17977_443-DUSTY+PINK_444.0638_17-03-2025-10-16	https://manyavar.scene7.com/is/image/manyavar/SB17977_443-DUSTY+PINK_301.0660_17-03-2025-10-19	Dusty Pink Elegance Saree	$ 175
https://manyavar.scene7.com/is/image/manyavar/SB17970_421-BEIGE_101.26278_03-03-2025-18-28	https://manyavar.scene7.com/is/image/manyavar/SB17970_421-BEIGE_301.26298_03-03-2025-18-32	Enchanting Beige Georgette Saree	$ 250
